Record_ID	Name	tax_class	family	genus	timestamp
303	epv-dependo.203-gekko	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
304	epv-dependo.204-Elgaria_multicarinata_webbii	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
305	epv-dependo.22-laurasiatheria	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
306	epv-dependo.221-pelusios	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
307	epv-dependo.223-Macropus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
308	epv-dependo.224-Anilios	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
309	epv-dependo.225-Ornithorhynchus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
310	epv-dependo.226-Erethizon	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
311	epv-dependo.23-camelidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
312	epv-dependo.27-eulemur	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
313	epv-dependo.28-daubentonia	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
314	epv-dependo.281-Anilios_bituberculatus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
315	epv-dependo.3-lagomorpha	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
316	epv-dependo.36-phyllostomidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
317	epv-dependo.365-passeriformes	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
318	epv-dependo.366-passeriformes	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
319	epv-dependo.37-rhinolophus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
320	epv-dependo.370-pelecanus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
321	epv-dependo.374-Pterocles_gutturalis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
322	epv-dependo.375-Ardeotis_arabs	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
323	epv-dependo.376-Pelecanus_crispus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
324	epv-dependo.377-Limosa_lapponica	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
325	epv-dependo.378-Acanthisitta_chloris	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
326	epv-dependo.400-Ranitomeya_imitator	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
327	epv-dependo.42-chinchilla	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
328	epv-dependo.43-octodon	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
329	epv-dependo.46-gliridae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
330	epv-dependo.47-Chinchilla_lanigera	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
331	epv-dependo.48-Cavia_porcellus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
332	epv-dependo.49-Octodon_degus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
333	epv-dependo.5-rhinocerotidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
334	epv-dependo.53-cavia	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
335	epv-dependo.54-cavia	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
336	epv-dependo.56-cavia	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
337	epv-dependo.6-elephas	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
338	epv-dependo.65-Fukomys_damarensis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
339	epv-dependo.66-Fukomys_damarensis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
340	epv-dependo.67-GlisGlis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
341	epv-dependo.77-Mus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
342	epv-dependo.78-Mus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
343	epv-dependo.79-Heterocephalus_glaber	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
344	epv-dependo.8-dasypus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
345	epv-dependo.80-Desmodus_rotundus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
346	epv-dependo.81-Phyllostomus_discolor	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
347	epv-dependo.86-Phyllostomidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
348	epv-dependo.101-Physeter_catodon	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
349	epv-dependo.102-Prolemur_simus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
350	epv-dependo.120-Castor_canadensis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
351	epv-dependo.122-Ailuropoda_melanoleuca	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
352	epv-dependo.135-Petromus_typicus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
353	epv-dependo.16-canidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
354	epv-dependo.189-Anoura_caudifer	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
355	epv-dependo.190-Phascolarctos_cinereus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
356	epv-dependo.191-Antechinus_stuartii	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
357	epv-dependo.192-Macropus_eugenii	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
358	epv-dependo.196-MacEug	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
359	epv-dependo.197-Mormoops_blainvillei	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
360	epv-dependo.198-Macropus_eugenii	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
361	epv-dependo.205-Shinisaurus_crocodilurus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
362	epv-dependo.222-Rhinocerotidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
363	epv-dependo.234-Sarcophilus_harrisii	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
364	epv-dependo.235-Hippopotamus_amphibius	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
365	epv-dependo.236-Chlamydotis_macqueenii	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
366	epv-dependo.237-Rattus_norvegicus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
367	epv-dependo.238-Ctenomys_sociabilis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
368	epv-dependo.239-Heterocephalus_glaber	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
369	epv-dependo.240-Sarcophilus_harrisii	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
370	epv-dependo.241-Martes_zibellina_NS	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
371	epv-dependo.242-Mellivora_capensis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
372	epv-dependo.243-Heterocephalus_glaber	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
373	epv-dependo.244-Fukomys_damarensis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
374	epv-dependo.245-Fukomys_damarensis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
375	epv-dependo.29-Cercopithecus_neglectus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
376	epv-dependo.37.1-rhinolophus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
377	epv-dependo.379-Elgaria_multicarinata	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
378	epv-dependo.380-Mus_caroli	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
379	epv-dependo.380-Opisthocomus_hoazin	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
380	epv-dependo.381-Cricetidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
381	epv-dependo.68-Mus_spretus	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
382	epv-dependo.80-Muridae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
383	epv-dependo.82-Mus_con	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
384	epv-dependo.83-Muridae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
385	epv-dependo.87-Megadermatidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
386	epv-dependo.88-Megadermatidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
387	epv-dependo.9-Procaviidae	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
388	epv-dependo.90-Daubentonia_madagascariensis	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
389	epv-dependo.91-Propithecus_coquereli	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
390	epv-dependo.93-Micronycteris_hirsuta	DNAss	Parvoviridae	Dependoparvovirus	2023-09-19 12:14:19
391	epv-erythro.1-indri	DNAss	Parvoviridae	Erythroparvovirus	2023-09-19 12:14:19
392	epv-erythro.2-dolichotis	DNAss	Parvoviridae	Erythroparvovirus	2023-09-19 12:14:19
393	epv-ichthama.1-hippocampus	DNAss	Parvoviridae	Ichthamaparvovirus	2023-09-19 12:14:19
394	epv-ichthama.2-serpentes	DNAss	Parvoviridae	Ichthamaparvovirus	2023-09-19 12:14:19
395	epv-ichthama.2-serpentesUR	DNAss	Parvoviridae	Ichthamaparvovirus	2023-09-19 12:14:19
396	epv-ichthama.3-hippocampus	DNAss	Parvoviridae	Ichthamaparvovirus	2023-09-19 12:14:19
397	epv-parvovirinae.1-Scyliorhinus_torazame	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
398	epv-parvovirinae.10-Takifugu	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
399	epv-parvovirinae.11-Scyliorhinus_torazame	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
400	epv-parvovirinae.12-Scyliorhinus_torazame	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
401	epv-parvovirinae.20-laurasiatheria	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
402	epv-parvovirinae.22-laurasiatheria	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
403	epv-parvovirinae.23-supraprimates	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
404	epv-parvovirinae.7-bradypus	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
405	epv-parvovirinae.8-Ornithorhynchus_anatinus	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
406	epv-parvovirinae.13-Hypophthalmichthys	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
407	epv-parvovirinae.2-Tetraodon	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
408	epv-parvovirinae.4-Latimera	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
409	epv-parvovirinae.5-Takifugu	DNAss	Parvoviridae	Parvovirinae	2023-09-19 12:14:19
410	epv-proto.1-Rattus_norvegicus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
411	epv-proto.101-Didelphidae	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
412	epv-proto.102-Tamandua	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
413	epv-proto.107-Hydrochoerus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
414	epv-proto.108-Dinomys	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
415	epv-proto.121-Cavia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
416	epv-proto.122-Cavia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
417	epv-proto.125-Hydrochoerus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
418	epv-proto.127-Myocastor	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
419	epv-proto.128-Capromys	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
420	epv-proto.129-Dinomys	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
421	epv-proto.130-Dinomys	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
422	epv-proto.131-Ctenomys	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
423	epv-proto.133-Dolichotis	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
424	epv-proto.137-Hydrochoerus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
425	epv-proto.138-Hydrochoerus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
426	epv-proto.139-Myocastor	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
427	epv-proto.142-Cuniculus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
428	epv-proto.143-Cuniculus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
429	epv-proto.152-Sarcophilus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
430	epv-proto.153-Macropus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
431	epv-proto.154-Phascolarctos	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
432	epv-proto.155-Gymnobelideus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
433	epv-proto.157-Gymnobelideus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
434	epv-proto.160-Macropus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
435	epv-proto.161-Macropus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
436	epv-proto.163-Phascolarctos	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
437	epv-proto.164-Macropus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
438	epv-proto.169-Geotrypetes	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
439	epv-proto.170-Bettongia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
440	epv-proto.172-Glaucomys	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
441	epv-proto.173-Petaurus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
442	epv-proto.174-Dromiciops	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
443	epv-proto.175-Chrysochloris	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
444	epv-proto.178-Arvicola	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
445	epv-proto.179-Dasyprocta	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
446	epv-proto.180-Ranitomeya	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
447	epv-proto.182-Dasyprocta	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
448	epv-proto.183-Bettongia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
449	epv-proto.184-Dasyurus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
450	epv-proto.2-Mus_spretus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
451	epv-proto.220-Sphaerodactylus_townsendi	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
452	epv-proto.221-Graphiurus_murinus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
453	epv-proto.222-Orycteropus_afer	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
454	epv-proto.223-Arvicola_amphibius	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
455	epv-proto.224-Nannospalax_galili	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
456	epv-proto.225-Hyaena_hyaena	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
457	epv-proto.226-Echinops_telfairi	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
458	epv-proto.227-Petaurus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
459	epv-proto.228-Dasyprocta	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
460	epv-proto.229-Dasyprocta	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
461	epv-proto.230-Bombina	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
462	epv-proto.231-Bombina	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
463	epv-proto.232-Bettongia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
464	epv-proto.3-Apodemus_sylvaticus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
465	epv-proto.4-Mus_spicelagus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
466	epv-proto.158-Diprotodontia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
467	epv-proto.162-Petauridae	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
468	epv-proto.165-Dasyprocta	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
469	epv-proto.167-diprodontia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
470	epv-proto.171-Gracilinanus_agilis	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
471	epv-proto.177-Sirenia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
472	epv-proto.185-Bombina	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
473	epv-proto.186-Australidelphia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
474	epv-proto.187-Dasyprocta_punctata	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
475	epv-proto.188-Dasyprocta_punctata	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
476	epv-proto.193-Dasyprocta	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
477	epv-proto.195-Gymnobelideus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
478	epv-proto.196-Orycteropus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
479	epv-proto.197-Hydrochaeridae-Caviidae	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
480	epv-proto.198-Bombina	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
481	epv-proto.199-diprodontia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
482	epv-proto.200-Monodelphis_domestica	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
483	epv-proto.201-Petaurus_breviceps	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
484	epv-proto.202-Dasyprocta	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
485	epv-proto.203-Gracilinanus_agilis	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
486	epv-proto.204-Bettongia	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
487	epv-proto.233-Dromiciops	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
488	epv-proto.234-Petaurus_breviceps	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
489	epv-proto.235-Macropus_eugenii	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
490	epv-proto.236-Sarcophilus_harrisii	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
491	epv-proto.237-Ctenomys_sociabilis	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
492	epv-proto.238-Bettongia_penicillata	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
493	epv-proto.239-Hydrochoerus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
494	epv-proto.240.Petaurus_breviceps	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
495	epv-proto.241.Gymnobelideus	DNAss	Parvoviridae	Protoparvovirus	2023-09-19 12:14:19
496	EFV-Pesti.1-Crocidurinae	RNA+ve	Flaviviridae	Pestivirus	2023-09-19 12:14:19
497	EFV-Tamana.4-StyCho	RNA+ve	Flaviviridae	Tamanavirus	2023-09-19 12:14:19
498	EFV-Tamana.5-AusLim	RNA+ve	Flaviviridae	Tamanavirus	2023-09-19 12:14:19
499	EFV-X2.1-Austrofundulus-con	RNA+ve	Flaviviridae	X2	2023-09-19 12:14:19
500	EFV-X2.2-Stylephorus-con	RNA+ve	Flaviviridae	X2	2023-09-19 12:14:19
501	EFV-X2.4-Takifugu-con	RNA+ve	Flaviviridae	X2	2023-09-19 12:14:19
502	EFV-X2.5-Phycis-con	RNA+ve	Flaviviridae	X2	2023-09-19 12:14:19
503	EFV-X2.6-Mora_mora	RNA+ve	Flaviviridae	X2	2023-09-19 12:14:19
504	EFV-X2.7-Brosme_brosme	RNA+ve	Flaviviridae	X2	2023-09-19 12:14:19
505	EFV-X2.8-Maccullochella_peelii	RNA+ve	Flaviviridae	X2	2023-09-19 12:14:19
506	EFV-X2.9-Boleophthalmus_pectinirostris	RNA+ve	Flaviviridae	X2	2023-09-19 12:14:19
507	ebll-borna.100-Dasyprocta_punctata	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
508	ebll-borna.101-BotJar	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
509	ebll-borna.102-Solenodon_paradoxus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
510	ebll-borna.103-Solenodon_paradoxus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
511	ebll-borna.104-Solenodon_paradoxus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
512	ebll-borna.105-Solenodon_paradoxus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
513	ebln-borna.100-Acomys	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
514	ebln-borna.101-Zapus_hudsonius	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
515	ebln-borna.102-Zapus_hudsonius	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
516	ebln-borna.103-Acomys	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
517	ebln-borna.104-Choloepus_didactylus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
518	ebln-borna.108-Dolichotis_patagonum	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
519	ebln-borna.109-Hydrochoerus_hydrochaeris	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
520	ebln-borna.110-Hylomyscus_alleni	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
521	ebln-borna.150-Tretioscincus_oriximinensis	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
522	ebln-borna.151-Carettochelys_insculpta	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
523	ebln-borna.152-Bothrops_jararaca	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
524	ebln-borna.153-Bothrops_jararaca	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
525	ebln-borna.154-Bothrops_jararaca	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
526	ebln-borna.155-Calyptommatus_sinebrachiatu	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
527	ebll-borna.106-Petaurus_breviceps	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
528	ebll-borna.107-Petaurus_breviceps	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
529	ebll-borna.108-Calyptommatus_sinebrachiatus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
530	ebll-borna.109-Macropus_eugenii	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
531	ebll-borna.110-Cryptotis_parvus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
532	ebll-borna.111-Erethizon_dorsatum	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
533	ebll-borna.112-Hystrix_cristata	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
534	eblm-borna.100-Scalopus_aquaticus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
535	eblm-borna.101-Sromiciops_gliroides	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
536	eblm-borna.102-Anilios_bituberculatus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
537	ebln-borna.156-Pipa	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
538	ebln-borna.157-Bombina_variegata	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
539	ebln-borna.158-Bufo	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
540	ebln-borna.159-Ranitomeya_imitator	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
541	ebln-borna.160-Stylephorus_chordatus	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
542	ebln-borna.163-Ranitomeya	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
543	ebln-borna.164-Ranitomeya	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
544	ebln-borna.165-Ranitomeya	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
545	ebln-borna.166-Ranitomeya	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
546	ebln-borna.167-Petromyzon	RNAss-ve	Bornaviridae	Bornaviridae	2023-09-19 12:14:19
547	EBLG-Carbovirus.2-Boreoeutheria	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
548	EBLG-Carbovirus.4-Camelidae	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
549	EBLG-Carbovirus.7-MonDom	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
550	EBLL-Carbovirus.2-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
551	EBLL-Carbovirus.3-CasCan	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
552	EBLL-Carbovirus.32-MyoBra	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
553	EBLL-Carbovirus.35-Chiroptera	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
554	EBLL-Carbovirus.37-LoxAfr	RNAss-ve	Bornaviridae	Carbovirus	2023-09-19 12:14:19
